COD_PROD;DES_PROD;COD_GROUP;COD_FAM;COD_SFAM;COMPOSER;PA_HT;PA_TTC;VAL_MARGE;TX_MARGE;PV_HT;TX_TVA;MNT_TVA;PV_TTC;SITUATION;QTE_MIN;QTE_MAX;VENDABLE;LIVRABLE;TYPE_PROD;VALORISABLE;LIB_FACT;REDEVANCE;TX_REMISE;NUM_COMPT;NUM_COMPT_REM;SERIALISABLE;DEPOT_VENTE;FICHE_VENTE;ID_CLIENT;NUM_APPEL;DAT_MAJ;COD_USER;VALORISATION;TX_TIMBRE_RECHARGE;FLAG_LP;INTERNE;DES_WEB;FLAG_ESHOP;LP_CORPO;PV_HT_ESHOP;FLAG_3G;ACTIF;GAMME;GAMME_DASH_ID;FAMILLE_DASH_ID;FLAG_4G;OUTLET;FLAG_AFFICHER_RESERV;DAT_OUTLET;ORDRE;INFO_TIMBRE;FLAG_5G;EOL
8811120;Forfait Wifi Sup Pro 5D;88;11;120;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Wifi Sup Pro 5D;0;;;;N;N;N;;O;02/18/2026 11:47:33;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;7;N;;N
5015608;PORTABLE IPHONE 6S 128 GB;50;15;608;N;2 118;;;;2 184;19;415;2 599;N;;;O;O;R;O;PORTABLE IPHONE 6S 128 GB;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:46;1269;;0;O;N;iPhone 6S 128 GB;O;O;2 203;O;O;11;12;8;;N;;;;;;N
5047022;PORTABLE HUAWEI P8;50;47;022;N;924;;;;1 092;19;207;1 299;N;;;O;O;R;O;PORTABLE HUAWEI P8;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:36:20;1269;;0;N;N;HUAWEI P8;O;N;1 101;O;O;11;12;8;;N;;;;;;N
7092064;DV_TEMPERED GLASS SAMSUNG S6 EDGE PLUS;70;92;064;N;;;;;59;19;11;70;;;;O;O;R;O;DV_TEMPERED GLASS SAMSUNG S6 EDGE PLUS;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:46:22;1554;;0;N;N;DV_TEMPERED GLASS SAMSUNG S6 EDGE PLUS;O;N;;N;O;21;4;;;N;;;;;;N
5092008;"PORTABLE ETUI UNIVERSEL POUR TABLET 7""";50;92;008;N;;;;;34;19;6;40;N;;;O;O;R;O;"PORTABLE ETUI UNIVERSEL POUR TABLET 7""";0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:19;1269;;0;O;N;"ETUI UNIVERSEL POUR TABLET 7""";N;O;34;N;O;21;12;8;;N;;;;;;N
5092013;PORTABLE RIVAPOWER VA1005 (5 000MAH);50;92;013;N;;;;;55;19;11;66;N;;;O;O;R;O;PORTABLE RIVAPOWER VA1005 (5 000MAH);0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:11;1269;;0;O;N;RIVAPOWER VA1005 (5 000mAh);N;O;56;N;O;21;12;8;;N;;;;;;N
5092030;PORTABLE ETUI SILICONE SAMSUNG A8;50;92;030;N;;;;;17;19;3;20;N;;;O;O;R;O;PORTABLE ETUI SILICONE SAMSUNG A8;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:17;1269;;0;O;N;ETUI SILICONE SAMSUNG A8;N;O;17;N;O;21;;;;N;;;;;;N
8813001;Abonnement ESS Virage;88;13;001;N;;;;;60;0;0;60;;;;O;O;R;O;Abonnement ESS Virage;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:47:34;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
5055337;PORTABLE CLE HUAWEI E3372;50;55;337;N;69;;;;93;7;6;99;N;;;O;O;R;O;PORTABLE CLE HUAWEI E3372;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:47:14;1554;;0;N;O;CLE HUAWEI E3372;O;N;79;O;O;2;7;5;;N;;;;;;N
8811225;Forfait 4G Box;88;11;225;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait 4G Box;0;;;;N;N;N;;O;02/18/2026 11:46:22;0551;L;0;N;N;;N;N;;N;O;;4;3;;N;;;9;N;;N
8811228;Forfait 4G Box 10Go+ Pre;88;11;228;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait 4G Box 10Go+ Pre;0;;;;N;N;N;;O;02/18/2026 11:45:30;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8813005;Abonnement ESS Tribune 3;88;13;005;N;;;;;400;0;0;400;;;;O;O;R;O;Abonnement ESS Tribune 3;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:47:34;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
8812077;Pack Fixe Jdid (2 mois);88;12;077;N;;;;;53;19;1;63;;;;N;N;R;O;Pack Fixe Jdid (2 mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:47:36;1554;F;0;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
8812081;Pack Fixe Jdid + (5 mois);88;12;081;N;;;;;144;19;27;195;;;;N;N;R;O;Pack Fixe Jdid + (5 mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:47:36;1554;F;14;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
8811308;CHANGEMENt PACK FIXE JDID;88;11;307;N;;;;;0;0;0;0;;;;N;N;R;N;CHANGEMENt PACK FIXE JDID;0;0;;4719000;N;N;N;;O;02/18/2026 11:46:36;1554;;0;N;N;;N;N;;N;O;;4;6;;N;;;;;;N
5015613;PORTABLE IPHONE 7 32GO;50;15;613;N;;;;;2 016;19;383;2 399;N;;;O;O;R;O;PORTABLE IPHONE 7 32GO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:05;1269;;0;O;N;IPHONE 7 32GO;N;O;2 033;O;O;11;12;;O;N;;;;;;N
5041022;PORTABLE CA-PSG VIRAGES;50;41;022;N;;;;;40;0;0;40;N;;;O;O;R;O;PORTABLE CA-PSG VIRAGES;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:37:16;1269;;0;N;N;CA-PSG VIRAGES;N;N;34;N;O;22;4;;N;N;;;;;;N
5041025;PORTABLE CA-PSG ENC INF;50;41;025;N;;;;;100;0;0;100;N;;;O;O;R;O;PORTABLE CA-PSG ENC INF;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:37:16;1269;;0;N;N;CA-PSG ENC INF;N;N;85;N;O;22;4;;N;N;;;;;;N
5047040;PORTABLE HUAWEI MATE9;50;47;040;N;;;;;1 680;19;319;1 999;N;;;O;O;R;O;PORTABLE HUAWEI MATE9;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:38:58;1544;;0;O;N;HUAWEI MATE9;N;O;1 694;N;O;11;12;;O;N;;;;;;N
5092034;PORTABLE ACCESSOIRES SBS TEFLUOCARDSAS7B;50;92;034;N;25;;;;34;19;6;40;N;;;O;O;R;O;PORTABLE ACCESSOIRES SBS TEFLUOCARDSAS7B;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:38:58;1269;;0;N;N;ACCESSOIRES SBS TEFLUOCARDSAS7B;N;N;34;N;O;21;4;;N;N;;;;;;N
5020965;PORTABLE SAMSUNG GALAXY J1 MINI 4G;50;20;965;N;177;;;;218;19;41;259;N;;;O;O;R;O;PORTABLE SAMSUNG GALAXY J1 MINI 4G;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:23;1269;;0;O;N;SAMSUNG GALAXY J1 MINI PRIME 4G;O;O;219;O;O;11;12;;O;N;;;;;;N
7092043;DV_smart bag Flip case Iphone 6;70;92;043;N;;;;;24;19;5;29;;;;O;O;R;O;DV_smart bag Flip case Iphone 6;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:45:16;1554;;0;N;N;DV_smart bag Flip case Iphone 6;O;N;;N;O;21;4;3;;N;;;;;;N
5041013;PORTABLE ESS-CSS TRIBUNE3;50;41;013;N;;;;;30;0;0;30;N;;;O;O;R;O;PORTABLE ESS-CSS TRIBUNE3;0;;7019003220;7099003420;O;O;O;;;02/18/2026 11:36:20;1269;;0;N;N;ESS-CSS TRIBUNE3;N;N;30;N;O;22;4;3;;N;;;;;;N
2020602;KIT CLUB CAB USIM;20;20;602;O;;;;;0;0;0;2;;;;O;O;R;O;KIT CLUB CAB USIM;0;0;;;O;N;O;;;02/18/2026 11:48:04;1554;;0;N;N;;N;N;;N;O;;16;;;N;;;;;;N
4000017;SWAP USIM CAB;40;00;017;N;;;;;1;19;0;2;;;;O;O;R;O;SWAP USIM CAB;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:48:04;1554;;0;N;N;;N;N;;N;O;7;21;11;;N;;;;;;N
8848904;Promo Pack Etudiant VDSL 100% Ooredoo 50 MBPS 9 MOIS--Ooredoo;88;48;904;N;;;;;0;0;0;0;;;;O;N;R;O;Promo Pack Etudiant VDSL 100% Ooredoo 50 MBPS 9 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:48:31;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;;;N
8848905;Promo Pack Etudiant VDSL 100% Ooredoo 50 MBPS 9 MOIS--TT;88;48;905;N;;;;;0;0;0;0;;;;O;N;R;O;Promo Pack Etudiant VDSL 100% Ooredoo 50 MBPS 9 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:48:31;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;;;N
8848906;Promo Pack Etudiant VDSL 100% Ooredoo 100 Mbps;88;48;906;N;;;;;0;0;0;0;;;;O;N;R;O;Promo Pack Etudiant VDSL 100% Ooredoo 100 Mbps;5;0;;;N;N;N;;N;02/18/2026 11:48:31;1554;;10;N;N;;N;N;;N;N;1;;;N;N;;;;;;N
8848907;Promo Pack Etudiant VDSL 100% Ooredoo 100 MBPS 9 MOIS--Ooredoo;88;48;907;N;;;;;0;0;0;0;;;;O;N;R;O;Promo Pack Etudiant VDSL 100% Ooredoo 100 MBPS 9 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:54;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;;;N
8848908;Promo Pack Etudiant VDSL 100% Ooredoo 100 MBPS 9 MOIS--TT;88;48;908;N;;;;;0;0;0;0;;;;O;N;R;O;Promo Pack Etudiant VDSL 100% Ooredoo 100 MBPS 9 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:54;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;;;N
8812274;4G BOX Pro M2M 5Go;88;12;274;N;;;;;0;19;0;0;;;;N;N;R;O;4G BOX Pro M2M 5Go;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:48:31;1554;F;0;N;N;;N;N;;N;O;;4;3;N;N;1;;;;;N
8812054;Abonnement 4G BOX Pré;88;12;054;N;;;;;83;7;6;89;;;;N;N;R;O;Abonnement 4G BOX Pré;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:48:05;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
8812076;Abonnement Fixe Jdid PRO;88;12;076;N;;;;;43;19;8;59;;;;N;N;R;O;Abonnement Fixe Jdid PRO;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:43:37;1554;F;14;N;N;;N;N;;N;O;20;4;;;N;;;;N;;N
5047036;PORTABLE HUAWEI GR5 MINI;50;47;036;N;539;;;;587;19;112;699;N;;;O;O;R;O;PORTABLE HUAWEI GR5 MINI;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:30;1269;;0;O;N;HUAWEI GR5 MINI;O;O;592;O;O;11;12;;N;N;;;;;;N
8811201;EXTENSION DE GARANTIE 1 AN T22P;88;11;201;N;;;;;10;19;2;12;;;;O;N;R;O;EXTENSION DE GARANTIE 1 AN T22P;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:15;1554;;0;N;N;;N;N;;N;O;;;;;N;;;67;N;;N
2020610;KIT PREPAYE CA;20;20;610;O;;;;;0;0;0;2;;;;O;O;R;O;KIT PREPAYE CA;0;0;;;O;N;O;;;02/18/2026 11:46:35;1554;;0;N;N;;N;N;;N;O;;16;9;;N;;;;;;N
8812036;Forfait 4G 5GO (1 Mois);88;12;036;N;;;;;17;19;3;20;;;;N;N;R;O;Forfait 4G 5GO (1 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:35:34;1554;F;0;N;N;;N;N;;N;O;;4;3;;N;;;;N;;N
8811138;Forfait Cle Flexi Surf 10DT;88;11;138;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Flexi Surf 10DT;0;;;;N;N;N;;O;02/18/2026 11:43:47;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
5040426;PORTABLE ALCATEL 4034F;50;40;426;N;111;;;;134;19;25;159;N;;;O;O;R;O;PORTABLE ALCATEL 4034F;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:23;1269;;0;O;N;ALCATEL Pixi 4 - 4034F;N;O;135;O;O;11;12;;N;N;;;;;;N
5092038;PORTABLE ACCESSOIRES SBS TEBOOKYOUNGSAS7EK;50;92;038;N;35;;;;50;19;10;60;N;;;O;O;R;O;PORTABLE ACCESSOIRES SBS TEBOOKYOUNGSAS7EK;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:35;1269;;0;N;N;ACCESSOIRES SBS TEBOOKYOUNGSAS7EK;N;N;51;N;O;21;4;;N;N;;;;;;N
8812094;Abonnement Mobile WIFI 4G Pré;88;12;094;N;;;;;83;19;16;99;;;;N;N;R;O;Abonnement Mobile WIFI 4G Pré;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:48:18;1554;F;0;N;N;;N;N;;N;O;;4;;N;N;;;;N;;N
5092043;PORTABLE ACCESSOIRES COVER IPAD AIR;50;92;043;N;;;;;83;19;16;99;N;;;O;O;R;O;PORTABLE ACCESSOIRES COVER IPAD AIR;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:58;1269;;0;N;N;ACCESSOIRES COVER IPAD AIR;N;N;84;N;O;21;4;;N;N;;;;;;N
5067019;PORTABLE LENOVO S1 LITE;50;67;019;N;465;;;;503;19;96;599;N;;;O;O;R;O;PORTABLE LENOVO S1 LITE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:17;1269;;0;O;N;LENOVO S1 LITE;N;O;508;O;O;11;12;;N;N;;;;;;N
5075008;PORTABLE ASUS ZENFONE 3;50;75;008;N;835;;;;924;19;175;1 099;N;;;O;O;R;O;PORTABLE ASUS ZENFONE 3;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:31;1269;;0;O;N;ASUS ZENFONE 3;O;O;931;O;O;11;12;;O;N;;;;;;N
5030232;PORTABLE NOKIA 230 DS;50;30;232;N;114;;;;139;19;26;165;N;;;O;O;R;O;PORTABLE NOKIA 230 DS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:57;1269;;0;N;N;NOKIA 230 DS;N;N;126;N;O;11;12;;N;N;;;;;;N
8812042;SWAP SIM 64K HLR 3;88;12;042;N;;;;;42;19;8;50;;;;N;N;R;O;SWAP SIM 64K HLR 3;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:45:30;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
5097009;PORTABLE ESS OGC NICE VIRAGE A;50;97;009;N;;;;;20;0;0;20;N;;;O;O;R;O;PORTABLE ESS OGC NICE VIRAGE A;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:47;1269;;0;N;N;ESS OGC NICE VIRAGE A;N;N;17;N;O;22;4;;;N;;;;;;N
5097005;PORTABLE ESS OGC NICE ENC A;50;97;005;N;;;;;40;0;0;40;N;;;O;O;R;O;PORTABLE ESS OGC NICE ENC A;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:35;1269;;0;N;N;ESS OGC NICE ENC A;N;N;34;N;O;22;4;;;N;;;;;;N
5048002;PORTABLE OPPO F1;50;48;002;N;537;;;;554;19;105;659;N;;;O;O;R;O;PORTABLE OPPO F1;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:57;1269;;0;O;N;OPPO F1;O;O;558;O;O;11;12;;N;N;;;;;;N
5047031;PORTABLE HUAWEI Y3II;50;47;031;N;198;;;;243;19;46;289;N;;;O;O;R;O;PORTABLE HUAWEI Y3II;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:47:35;1269;;0;O;N;HUAWEI Y3II;O;O;219;O;O;11;12;;N;N;;;;;;N
5047037;PORTABLE HUAWEI Y6II;50;47;037;N;378;;;;419;19;80;499;N;;;O;O;R;O;PORTABLE HUAWEI Y6II;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:47:36;1269;;0;O;N;HUAWEI Y6II;O;O;423;O;O;11;12;;O;N;;;;;;N
8811316;Roaming Passeport 100Dt;88;11;316;N;;;;;42;19;8;57;;;;O;N;R;O;Roaming Passeport 100Dt;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:37:17;1554;;14;N;N;Roaming Passeport 100DT - VOIX;N;N;;N;N;;4;3;;N;;;17;N;;N
8811322;Roaming Passeport 25DT - DATA;88;11;322;N;;;;;6;19;1;7;;;;O;N;R;O;Roaming Passeport 25DT - DATA;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:45:18;1554;;0;N;N;Roaming Passeport 25DT - DATA;N;N;;N;O;;4;3;;N;;;;N;;N
8811326;Web hosting Advanced - annuel;88;11;326;N;;;;;119;19;23;141;;;;O;N;R;O;Web hosting Advanced - annuel;0;0;4722121110;4719000;N;N;N;;O;02/18/2026 11:44:39;1554;;0;N;N;Web hosting Advanced - annuel;N;N;;N;O;23;4;3;N;N;;;80;N;;N
5030217;PORTABLE NOKIA 216 DS;50;30;217;N;76;;;;108;19;21;129;N;;;O;O;R;O;PORTABLE NOKIA 216 DS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:17;1269;;0;N;N;NOKIA 216 DS;N;N;91;N;O;11;12;8;N;N;1;;;;;N
8833003;RF_Tab._B_S Prot.;88;33;003;N;;;;;100;19;19;119;;;;O;N;R;O;RF_Tab._B_S Prot.;0;0;;4719000;N;N;N;;N;02/18/2026 11:44:41;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;134;N;;N
8834002;Fus._Mob._Bumper Prot.;88;34;002;N;;;;;100;19;19;119;;;;O;N;R;O;Fus._Mob._Bumper Prot.;0;0;;4719000;N;N;N;;N;02/18/2026 11:44:41;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;;N;;N
8834008;Fus._Tab._Scr.Prot.;88;34;008;N;;;;;142;19;27;169;;;;O;N;R;O;Fus._Tab._Scr.Prot.;0;0;;4719000;N;N;N;;N;02/18/2026 11:44:42;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;118;N;;N
8847201;ADSL Full Ooredoo 20 MBPS 3 MOIS--Ooredoo;88;47;201;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 3 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:25;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8811332;Option chila bila 5 dt;88;11;332;N;;;;;2;19;0;3;;;;O;N;R;O;Option chila bila 5 dt;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:47:51;1554;;14;N;N;Option chila bila 5DT - VOIX;N;N;;N;O;;4;3;;N;;;48;N;;N
8813009;Abonnement CA Pelouse;88;13;009;N;;;;;100;0;0;100;;;;O;O;R;O;Abonnement CA Pelouse;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:46:37;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
5041029;AFROBASKET 08.09 - GRADINS;50;41;029;N;;;;;5;0;0;5;N;;;O;O;R;O;AFROBASKET 08.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:19;0551;;0;N;N;AFROBASKET 08.09 - GRADINS;O;N;5;N;O;22;4;3;N;N;1;;;;;N
5041034;AFROBASKET 14.09 - TRIBUNE;50;41;034;N;;;;;20;0;0;20;N;;;O;O;R;O;AFROBASKET 14.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 14.09 - TRIBUNE;O;N;20;N;O;22;4;3;N;N;1;;;;;N
5041039;AFROBASKET 16.09 - GRADINS;50;41;039;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 16.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 16.09 - GRADINS;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5020978;PORTABLE SAMASUNG GALAXY NOTE 8;50;20;978;N;;;;;2 592;19;493;3 085;N;;;O;O;R;O;PORTABLE SAMASUNG GALAXY NOTE 8;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:58;1269;;0;O;N;SAMSUNG GALAXY NOTE 8;N;O;2 542;N;O;1;;;O;N;1;;;;;N
8811237;Creation Colis Aramex;88;11;237;N;;;;;0;19;0;0;;;;O;N;R;O;Creation Colis Aramex;0;;;;N;N;N;;O;02/18/2026 11:44:42;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8845200;SMART ADSL 20 MBPS;88;45;200;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 20 MBPS;5;0;;;N;N;N;;N;02/18/2026 11:47:35;1554;;0;N;N;;N;N;;N;N;1;;;;N;;;;N;;N
8812072;Abonnement Surf Box + (12 Mois);88;12;072;N;;;;;316;7;22;385;;;;N;N;R;O;Abonnement Surf Box + (12 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:47:51;1554;F;14;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
8811139;Forfait Cle Flexi Surf+;88;11;139;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Flexi Surf+;0;;;;N;N;N;;O;02/18/2026 11:48:06;0551;L;0;N;N;;N;N;;N;O;18;4;;;N;;;;N;;N
8811335;Option chila bila 5DT - SMS;88;11;335;N;;;;;0;19;0;0;;;;O;N;R;O;Option chila bila 5DT - SMS;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:47:23;1554;;14;N;N;Option chila bila 5DT - SMS;N;N;;N;O;;4;3;;N;;;;N;;N
8811355;Roaming Passeport 50DT - SMS Business;88;11;355;N;;;;;4;19;1;6;;;;O;N;R;O;Roaming Passeport 50DT - SMS Business;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:47:52;1554;;14;N;N;Roaming Passeport 50DT - SMS Business;N;N;;N;O;;4;3;N;N;;;;N;;N
8835001;Mobile_Re_Sc_B_S_Org_Mat_Skin;88;35;001;N;;;;;17;19;3;20;;;;O;N;R;O;Mobile_Re_Sc_B_S_Org_Mat_Skin;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:20;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;123;N;;N
8835006;Laptop_Re_Sc_B_S_Org_Mat_Skin;88;35;006;N;;;;;25;19;5;30;;;;O;N;R;O;Laptop_Re_Sc_B_S_Org_Mat_Skin;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:21;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;120;N;;N
8836005;Camera_Re_Full B._Org_Mat;88;36;005;N;;;;;17;19;3;20;;;;O;N;R;O;Camera_Re_Full B._Org_Mat;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:21;0551;;0;N;N;;N;N;;N;O;27;4;3;N;N;1;;97;N;;N
5055253;PORTABLE ZTE  CPE MF253V;50;55;253;N;115;;;;0;7;0;0;N;;;O;O;R;O;PORTABLE ZTE  CPE MF253V;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:38;1269;;0;O;N;ZTE  CPE MF253V;O;O;0;N;O;3;;;O;N;1;;;;;N
5020981;PORTABLE SAMSUNG GRAND PRIME PRO;50;20;981;N;;;;;395;19;75;470;N;;;O;O;R;O;PORTABLE SAMSUNG GRAND PRIME PRO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:36;1269;;0;O;N;SAMSUNG Grand Prime Pro;O;O;377;N;O;11;;;O;N;1;;;;;N
7092047;DV_TEMPERETED GLASS GALAXY S5;70;92;047;N;;;;;41;19;8;49;;;;O;O;R;O;DV_TEMPERETED GLASS GALAXY S5;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:48:15;1554;;0;N;N;DV_Selfie Universel OXO;O;N;;N;O;21;4;3;;N;;;;;;N
8812293;Forfait MIFI 4G POST 117Go;88;12;293;N;;;;;121;19;23;144;;;;N;N;R;O;Forfait MIFI 4G POST 117Go;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:46:55;3540;F;0;N;N;;N;N;;N;O;;4;3;N;N;1;;;;;N
7092051;COQUE SILICONE SLIM J1;70;92;051;N;;;;;10;19;2;12;;;;O;O;R;O;COQUE SILICONE SLIM J1;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:48:16;1554;;0;N;N;COQUE SILICONE SLIM J1;O;N;;N;O;21;;;;N;;;;;;N
9910012;LIGNE OOREDOO CHOIX DE NUMERO USIM;99;10;012;N;;;;;2;19;0;2;;;;N;N;R;O;LIGNE OOREDOO CHOIX DE NUMERO USIM;0;0;7011111020;7091111020;O;N;N;;;02/18/2026 11:48:16;0551;;0;N;N;;N;N;;N;O;5;4;;;N;;;;;;N
5040110;"PORTABLE ALCATEL TAB PIXI 10""";50;40;110;N;288;;;;326;7;23;349;N;;;O;O;R;O;"PORTABLE ALCATEL TAB PIXI 10""";0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:16;1269;;0;N;N;"ALCATEL TAB PIXI 10""";N;N;329;O;O;11;12;8;;N;;;;;;N
5015617;PORTABLE IPHONE 8 64 GO;50;15;617;N;2 158;;;;2 437;19;463;2 900;N;;;O;O;R;O;PORTABLE IPHONE 8 64 GO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:38;1245;;0;O;N;IPHONE 8 64 GO;O;O;2 287;N;O;11;12;8;O;N;1;;;;;N
8811373;Complément Tasshil;88;11;373;N;;;;;0;0;0;0;;;;O;N;R;O;Complément Tasshil;0;0;;;N;N;N;;N;02/18/2026 11:46:59;0551;L;0;N;N;;N;N;;N;O;;4;3;N;N;;;;N;;N
5044001;PORTABLE VERSUS TAB 904 Q;50;44;001;N;207;;;;233;7;16;249;N;;;O;O;R;O;PORTABLE VERSUS TAB 904 Q;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:32;1245;;0;O;N;VERSUS TAB 904 Q;N;O;235;O;O;11;12;8;N;N;1;;;;;N
5096002;PORTABLE 2017 AFROBASKET 08.09 - GRADINS;50;96;002;N;;;;;4;19;1;5;N;;;O;O;R;O;PORTABLE 2017 AFROBASKET 08.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:38:58;1245;;0;N;N;2017 AFROBASKET 08.09 - GRADINS;N;N;4;N;O;22;4;3;N;N;1;;;;;N
5047052;PORTABLE HUAWEI Y6-2018;50;47;052;N;388;;;;428;19;81;509;N;;;O;O;R;O;PORTABLE HUAWEI Y6-2018;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:45:32;0925;;0;O;N;HUAWEI Y6-2018;O;O;419;N;O;11;12;8;O;N;1;;;;;N
